kommun_kod,kommun_namn,email,role,forvaltning_namn,source_url,found_via
0561,Åtvidaberg,servicebostad@atvidaberg.se,central,Kontakta vård- och omsorgs­förvaltningen,http://www.atvidaberg.se/kommun-och-politik/kontakt/kontakta-vard--och-omsorgsforvaltningen,contact_page
0562,Finspång,kommun@finspang.se,central,,http://www.finspang.se/,contact_page
0563,Valdemarsvik,kommun@valdemarsvik.se,central,,http://www.valdemarsvik.se/,pattern_match
0580,Linköping,kontakt@linkoping.se,central,,http://www.linkoping.se/,contact_page
0580,Linköping,utbildningsforvaltningen@linkoping.se,utbildning,,http://www.linkoping.se/kontakt/lamna-synpunkt-eller-klagomal,contact_page
0580,Linköping,kommunstyrelsensdiarium@linkoping.se,other,,http://www.linkoping.se/kommun-och-politik/overklaga-beslut-rattssakerhet/kommunens-behandling-av-personuppgifter,contact_page
0580,Linköping,kanslioverformyndarenheten@linkoping.se,other,Kontakta ansvarig nämnd,http://www.linkoping.se/kommun-och-politik/overklaga-beslut-rattssakerhet/kommunens-behandling-av-personuppgifter/behandling-av-personuppgifter-pa-verksamhetsstod-och-service,contact_page
0581,Norrköping,kontakt@norrkoping.se,central,,http://www.norrkoping.se/,pattern_match
0582,Söderköping,kommun@soderkoping.se,central,,http://www.soderkoping.se/,pattern_match
0582,Söderköping,anders.lennart.senestad@soderkoping.se,central,,http://www.soderkoping.se/kontakter/kommunens-revisorer/,contact_page
0582,Söderköping,kommunstyrelsen@soderkoping.se,central,E-post till nämnder,http://www.soderkoping.se/kommun-politik/om-kommunen/e-diarium/,contact_page
0583,Motala,motala.kommun@motala.se,central,,http://www.motala.se/,pattern_match
0584,Vadstena,vadstena.kommun@vadstena.se,central,,http://www.vadstena.se/,pattern_match
0584,Vadstena,kulturochutbildningsnamnden@vadstena.se,utbildning,Kultur- och utbildningsnämnd,https://www.vadstena.se/kommun-demokrati/politik-och-beslut/sa-styrs-vadstena/namnder/kultur-och-utbildningsnamnd/,contact_page
0586,Mjölby,utbildning@mjolby.se,utbildning,,http://www.mjolby.se/kommun-och-politik/overklaga-beslut-rattssakerhet/allman-handling,contact_page
0604,Aneby,info@aneby.se,central,,http://www.aneby.se/,contact_page
0604,Aneby,e-postinfo@aneby.se,other,,http://www.aneby.se/,contact_page
0642,Mullsjö,kommun@mullsjo.se,central,,http://www.mullsjo.se/,pattern_match
0642,Mullsjö,infocenter@mullsjo.se,other,,http://www.mullsjo.se/ovrigt/kontakta-oss,contact_page
0643,Habo,info@habokommun.se,central,,http://www.habokommun.se/,pattern_match
0643,Habo,bun@habokommun.se,utbildning,Synpunkter barn- och utbildningsförvaltningen,http://www.habokommun.se/Barn--utbildning/synpunkter-barn--och-utbildningsforvaltningen/,contact_page
0643,Habo,upphandling@habokommun.se,upphandling,,http://www.habokommun.se/Naringsliv--arbete/Upphandling-och-inkop/,contact_page
0662,Gislaved,kommunen@gislaved.se,central,,http://www.gislaved.se/,contact_page
0662,Gislaved,dataskyddsombud@gislaved.se,other,Kommunledning och kommunstyrelseförvaltning,http://www.gislaved.se/sidfot/mer-kontaktuppgifter/kommunledning-och-kommunstyrelseforvaltning,contact_page
0662,Gislaved,info@gislaved.se,central,Kommunledning och kommunstyrelseförvaltning,http://www.gislaved.se/sidfot/mer-kontaktuppgifter/kommunledning-och-kommunstyrelseforvaltning,contact_page
0665,Vaggeryd,info@vaggeryd.se,utbildning,Ny förvaltningschef för barn- och utbildningsförva...,http://www.vaggeryd.se/,contact_page
0665,Vaggeryd,bun@vaggeryd.se,utbildning,"Barn- och utbildningsförvaltningen, organisation och kontaktuppgifter",http://www.vaggeryd.se/kommun-och-politik/kommunens-organisation/forvaltningar/barn--och-utbildningsforvaltningen.html,contact_page
0665,Vaggeryd,fenix@vaggeryd.se,utbildning,"Barn- och utbildningsförvaltningen, organisation och kontaktuppgifter",http://www.vaggeryd.se/kommun-och-politik/kommunens-organisation/forvaltningar/barn--och-utbildningsforvaltningen.html,contact_page
0665,Vaggeryd,kommunstyrelsen@vaggeryd.se,central,Förvaltningsledning och organisation,http://www.vaggeryd.se/kommun-och-politik/kommunens-organisation/forvaltningar/kommunledningskontoret.html,contact_page
0665,Vaggeryd,upphandling@vaggeryd.se,upphandling,,http://www.vaggeryd.se/naringsliv-och-arbete/upphandling.html,contact_page
0665,Vaggeryd,ekonomi@vaggeryd.se,other,,http://www.vaggeryd.se/naringsliv-och-arbete/upphandling/e-faktura.html,contact_page
0680,Jönköping,kontaktcenter@jonkoping.se,central,,http://www.jonkoping.se/,contact_page
0680,Jönköping,kommunstyrelse@jonkoping.se,other,,http://www.jonkoping.se/kommun--politik/kommunens-organisation/kommunfullmaktige,contact_page
0682,Nässjö,kommunstyrelsen@nassjo.se,central,,http://www.nassjo.se/,contact_page
0682,Nässjö,kontaktcenter@nassjo.se,central,,http://www.nassjo.se/,contact_page
0682,Nässjö,larcenter@nassjo.se,vuxenutbildning,,http://www.nassjo.se/barn-och-utbildning/vuxenutbildning/kontakt-komvux.html,contact_page
0682,Nässjö,hermods.malin.sandberg@nassjo.se,vuxenutbildning,,http://www.nassjo.se/barn-och-utbildning/vuxenutbildning/kontakt-komvux.html,contact_page
0682,Nässjö,upphandling@nassjo.se,upphandling,,http://www.nassjo.se/kommun-och-politik/kommun/kommunens-ekonomi/upphandling.html,contact_page
0682,Nässjö,bukontoret@nassjo.se,other,Nämnder,http://www.nassjo.se/kommun-och-politik/politik/sa-styrs-kommunen/namnder.html,contact_page
0682,Nässjö,samhallsplaneringskontoret@nassjo.se,other,Nämnder,http://www.nassjo.se/kommun-och-politik/politik/sa-styrs-kommunen/namnder.html,contact_page
0682,Nässjö,tekniska@nassjo.se,other,Nämnder,http://www.nassjo.se/kommun-och-politik/politik/sa-styrs-kommunen/namnder.html,contact_page
0682,Nässjö,overformyndaren@nassjo.se,other,Nämnder,http://www.nassjo.se/kommun-och-politik/politik/sa-styrs-kommunen/namnder.html,contact_page
0682,Nässjö,nster.samhallsplaneringskontoret@nassjo.se,other,Nämnder,http://www.nassjo.se/kommun-och-politik/politik/sa-styrs-kommunen/namnder.html,contact_page
0684,Sävsjö,kommun@savsjo.se,central,,http://www.savsjo.se/,contact_page
0684,Sävsjö,kansli@savsjo.se,central,,http://www.savsjo.se/kommun-och-politik/politik-och-beslut/kontakta-politiker-.html,contact_page
0684,Sävsjö,utbildning@savsjo.se,utbildning,Förvaltningar,http://www.savsjo.se/kommun-och-politik/forvaltningar-och-bolag/forvaltningar.html,contact_page
0684,Sävsjö,miljobygg@savsjo.se,other,Förvaltningar,http://www.savsjo.se/kommun-och-politik/forvaltningar-och-bolag/forvaltningar.html,contact_page
0684,Sävsjö,tekniska@savsjo.se,other,Förvaltningar,http://www.savsjo.se/kommun-och-politik/forvaltningar-och-bolag/forvaltningar.html,contact_page
0684,Sävsjö,ekonomi@savsjo.se,other,,http://www.savsjo.se/kommun-och-politik/ekonomi-och-upphandling/budget-och-verksamhetsplan.html,contact_page
0684,Sävsjö,upphandling@savsjo.se,upphandling,,http://www.savsjo.se/kommun-och-politik/ekonomi-och-upphandling/upphandlingar-och-inkop/aktuella-upphandlingar.html,contact_page
0684,Sävsjö,kristdemokraternafredrik.hakansson@savsjo.se,utbildning,Barn- och utbildningsnämnden,http://www.savsjo.se/kommun-och-politik/politik-och-beslut/namnder/barn--och-utbildningsnamnden.html,contact_page
0686,Eksjö,kommun@eksjo.se,central,,http://www.eksjo.se/,pattern_match
0686,Eksjö,upphandling@eksjo.se,upphandling,Förvaltningens organisation,http://www.eksjo.se/kommun-och-politik/organisationen/forvaltningens-organisation,contact_page
0686,Eksjö,kommunikation@eksjo.se,other,Förvaltningens organisation,http://www.eksjo.se/kommun-och-politik/organisationen/forvaltningens-organisation,contact_page
0686,Eksjö,barn-utbildningssektorn@eksjo.se,utbildning,Förvaltningens organisation,http://www.eksjo.se/kommun-och-politik/organisationen/forvaltningens-organisation,contact_page
0686,Eksjö,kommunfastigheter@eksjo.se,other,,http://www.eksjo.se/kommun-och-politik/organisationen/bolag-kommunagda,contact_page
0686,Eksjö,kansli@eksjo.se,central,,http://www.eksjo.se/kommun-och-politik/politik-och-paverkan/kommunfullmaktige-namnder-utskott-styrelser-och-revision/kommunstyrelsen,contact_page
0686,Eksjö,kommunrevisionen@eksjo.se,other,,http://www.eksjo.se/kommun-och-politik/politik-och-paverkan/kommunfullmaktige-namnder-utskott-styrelser-och-revision/kommunrevisionen,contact_page
0687,Tranås,tranas.kommun@tranas.se,central,,http://www.tranas.se/,pattern_match
0687,Tranås,kansli@tranas.se,central,Förvaltningar,http://www.tranas.se/forvaltning,contact_page
0760,Uppvidinge,info@uppvidinge.se,central,,http://www.uppvidinge.se/,contact_page
0760,Uppvidinge,upphandling@uppvidinge.se,upphandling,,http://www.uppvidinge.se/naringsliv-och-arbete/inkop-och-upphandling.html,contact_page
0760,Uppvidinge,ks@uppvidinge.se,central,,http://www.uppvidinge.se/kommun-och-politik/overklaga-beslut-rattssakerhet/anmalan-om-allvarliga-missforhallanden.html,contact_page
0760,Uppvidinge,bun@uppvidinge.se,utbildning,,http://www.uppvidinge.se/kommun-och-politik/kontakt-och-oppettider.html,contact_page
0760,Uppvidinge,skolskjuts@uppvidinge.se,other,,http://www.uppvidinge.se/kommun-och-politik/kontakt-och-oppettider.html,contact_page
0760,Uppvidinge,skoladmin@uppvidinge.se,other,,http://www.uppvidinge.se/forskola-och-skola/forskolor/junibacken.html,contact_page
0761,Lessebo,kontaktcenter@lessebo.se,central,,http://www.lessebo.se/,pattern_match
0761,Lessebo,bun@lessebo.se,utbildning,,http://www.lessebo.se/kontakta-oss.html,contact_page
0761,Lessebo,kommunstyrelsen@lessebo.se,central,,http://www.lessebo.se/kontakta-oss.html,contact_page
0761,Lessebo,kommunikation@lessebo.se,other,,http://www.lessebo.se/kontakta-oss.html,contact_page
0761,Lessebo,upphandling@lessebo.se,upphandling,,http://www.lessebo.se/kontakta-oss.html,contact_page
0763,Tingsryd,kommunen@tingsryd.se,central,,https://tingsryd.se/,pattern_match
0763,Tingsryd,info@tingsryd.se,central,Förvaltningar,https://tingsryd.se/kommun-och-politik/kontakt/,contact_page
0763,Tingsryd,barn.utbildning@tingsryd.se,utbildning,Förvaltningar,https://tingsryd.se/kommun-och-politik/kontakt/,contact_page
0764,Alvesta,kommunen@alvesta.se,central,,http://www.alvesta.se/,pattern_match
0765,Älmhult,info@almhult.se,central,,http://www.almhult.se/,pattern_match
0765,Älmhult,ks@almhult.se,central,Förvaltningar,http://www.almhult.se/servicecenter/kontaktaoss.905.html,contact_page
0765,Älmhult,utbildning@almhult.se,utbildning,Förvaltningar,http://www.almhult.se/servicecenter/kontaktaoss.905.html,contact_page
0765,Älmhult,arkiv@almhult.se,other,Förvaltningar,http://www.almhult.se/servicecenter/kontaktaoss.905.html,contact_page
0767,Markaryd,info@markaryd.se,central,,http://www.markaryd.se/,pattern_match
0767,Markaryd,ks@markaryd.se,central,Kommunstyrelseförvaltningen,http://www.markaryd.se/ovrigt/kontakta-oss/kommunstyrelseforvaltningen.html,contact_page
0780,Växjö,info@vaxjo.se,central,,https://www.vaxjo.se/,pattern_match
0781,Ljungby,info@ljungby.se,central,,http://www.ljungby.se/,contact_page
0781,Ljungby,kontaktcenter@ljungby.se,central,,http://www.ljungby.se/,contact_page
0781,Ljungby,upphandling@ljungby.se,upphandling,,http://www.ljungby.se/jobb-och-foretagande/upphandling-och-inkop,contact_page
0834,Torsås,info@torsas.se,central,,https://www.torsas.se/,pattern_match
0834,Torsås,info.tbab@torsas.se,other,,https://www.torsas.se/kommun-och-politik/organisation/bolag/,contact_page
0834,Torsås,info_bildning@torsas.se,other,Bildningsförvaltningen,https://www.torsas.se/kommun-och-politik/organisation/forvaltningar/bildningsforvaltningen/,contact_page
0840,Mörbylånga,kommun@morbylanga.se,central,,http://www.morbylanga.se/,contact_page
0840,Mörbylånga,servicecenter@morbylanga.se,central,,https://www.morbylanga.se/kontakta-oss/,contact_page
0840,Mörbylånga,registrator@morbylanga.se,central,,https://www.morbylanga.se/kommun-och-politik/arkiv-och-allmanna-handlingar/diarium-och-allmanna-handlingar/,contact_page
0860,Hultsfred,kommunen@hultsfred.se,central,,http://www.hultsfred.se/,pattern_match
0861,Mönsterås,kommun@monsteras.se,central,,http://www.monsteras.se/,pattern_match
0861,Mönsterås,agneta.hultman.svensson@monsteras.se,utbildning,Barn- och utbildningsnämnden,https://www.monsteras.se/kommun-och-politik/kommunens-organisation/namnder/barn-och-utbildningsnamnden/,contact_page
0861,Mönsterås,jakob.olsson.bergstrand@monsteras.se,utbildning,Barn- och utbildningsnämnden,https://www.monsteras.se/kommun-och-politik/kommunens-organisation/namnder/barn-och-utbildningsnamnden/,contact_page
0861,Mönsterås,ef@monsteras.se,other,,https://www.monsteras.se/jobb-och-foretagande/upphandling-och-inkop/leverantorsfaktura/,contact_page
0861,Mönsterås,ekonomi.info@monsteras.se,other,,https://www.monsteras.se/jobb-och-foretagande/upphandling-och-inkop/leverantorsfaktura/,contact_page
0862,Emmaboda,kommunen@emmaboda.se,central,,https://www.emmaboda.se/,pattern_match
0862,Emmaboda,kommun@emmaboda.se,central,Kontakta förvaltningar och politiker,https://www.emmaboda.se/kontakta-oss/kontakta-forvaltningar-och-politiker.html,contact_page
0862,Emmaboda,info.energi@emmaboda.se,other,Kontakta förvaltningar och politiker,https://www.emmaboda.se/kontakta-oss/kontakta-forvaltningar-och-politiker.html,contact_page
0880,Kalmar,kommun@kalmar.se,central,,https://kalmar.se/,pattern_match
0881,Nybro,kommun@nybro.se,central,,http://www.nybro.se/,contact_page
0881,Nybro,medborgarkontoret@nybro.se,other,,http://www.nybro.se/kontakter/medborgarkontor/,contact_page
0882,Oskarshamn,servicecenter@oskarshamn.se,central,,http://www.oskarshamn.se/,contact_page
0882,Oskarshamn,kommunen@oskarshamn.se,central,,http://www.oskarshamn.se/,contact_page
0882,Oskarshamn,kommunstyrelsen@oskarshamn.se,central,,http://www.oskarshamn.se/mer-om-kommunen/politik-och-forvaltning/paverka/e-forslag/,contact_page
0882,Oskarshamn,ekonomi@oskarshamn.se,other,,http://www.oskarshamn.se/mer-om-kommunen/ekonomi-och-finans/upphandling-och-inkop/leverantorsfakturor/,contact_page
0883,Västervik,kommun@vastervik.se,central,,http://www.vastervik.se/,pattern_match
0883,Västervik,upphandlingsenheten@vastervik.se,other,,http://www.vastervik.se/Jobb-och-foretagande/Upphandling-och-inkop/,contact_page
0883,Västervik,e-handel@vastervik.se,other,,http://www.vastervik.se/Jobb-och-foretagande/Upphandling-och-inkop/e-handel/,contact_page
0883,Västervik,ekonomi.kundtjanst@vastervik.se,other,,http://www.vastervik.se/Jobb-och-foretagande/Upphandling-och-inkop/e-handel/,contact_page
0883,Västervik,naringsliv@vastervik.se,other,,http://www.vastervik.se/Jobb-och-foretagande/Starta-driva-och-utveckla-foretag/pa-gang-for-naringslivet/upphandlingsskola-kommunen-som-kund--en-strategisk-mojlighet/,contact_page
0884,Vimmerby,kommun@vimmerby.se,central,,http://www.vimmerby.se/,contact_page
0884,Vimmerby,kontaktcenter@vimmerby.se,central,,http://www.vimmerby.se/kontakt,contact_page
0884,Vimmerby,barn.utbildningsforvaltning@vimmerby.se,utbildning,Barn- och utbildningsförvaltningen,http://www.vimmerby.se/kommun-och-politik/kommunens-organisation/forvaltningar/barn--och-utbildningsforvaltningen,contact_page
0885,Borgholm,kommun@borgholm.se,central,,http://www.borgholm.se/,contact_page
0885,Borgholm,upphandling@borgholm.se,upphandling,,https://www.borgholm.se/upphandling-och-inkop/,contact_page
0980,Gotland,registrator-bun@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
0980,Gotland,registrator-gvn@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
0980,Gotland,registrator-hsn@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
0980,Gotland,registrator-mbn@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
0980,Gotland,registrator-pan@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
0980,Gotland,registrator-rs@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
0980,Gotland,registrator-son@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
0980,Gotland,registrator-tn@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
0980,Gotland,registrator_valnamnden@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
0980,Gotland,registrator-ofn@gotland.se,central,Kontaktuppgifter till nämnderna:,http://www.gotland.se/region-och-politik/diarium-allmanna-handlingar-och-arkiv/allmanna-handlingar,contact_page
1060,Olofström,medborgarcenter@olofstrom.se,other,,http://www.olofstrom.se/,contact_page
1060,Olofström,ks@olofstrom.se,central,,http://www.olofstrom.se/medborgarcenter,contact_page
1060,Olofström,ubn@olofstrom.se,utbildning,Utbildningsnämnden,http://www.olofstrom.se/kommun-och-politik/kommunens-organisation/namnder/utbildningsnamnden,contact_page
1060,Olofström,fakturasupport@olofstrom.se,other,,http://www.olofstrom.se/naringsliv-och-arbete/upphandling-och-inkop/hur-man-fakturerar-kommunen,contact_page
1080,Karlskrona,kundservice@karlskrona.se,other,,https://www.karlskrona.se/,pattern_match
1080,Karlskrona,karlskrona.kommun@karlskrona.se,central,,https://www.karlskrona.se/kommun-och-politik/kontakt-och-dialog/,contact_page
1080,Karlskrona,rekryteringshubb@karlskrona.se,other,,https://www.karlskrona.se/naringsliv/rekrytering-och-kompetens/tjanster-for-arbetsgivare/socialt-foretagande-och-upphandlingar/,contact_page
1080,Karlskrona,upphandlingsenheten@karlskrona.se,other,,https://www.karlskrona.se/naringsliv/upphandling-och-ink%C3%B6p/att-lamna-anbud/,contact_page
1080,Karlskrona,kommunikation@karlskrona.se,other,,https://www.karlskrona.se/kommun-och-politik/kontakt-och-dialog/sociala-medier/regler-i-vara-sociala-medier/,contact_page
1080,Karlskrona,kommunledningsforvaltningen@karlskrona.se,other,Förvaltningsorganisation,https://www.karlskrona.se/kommun-och-politik/sa-fungerar-kommunen/organisation/,contact_page
1081,Ronneby,kontakt@ronneby.se,central,,http://www.ronneby.se/,contact_page
1081,Ronneby,sadiku0457-618526sabrije.sadiku@edu.ronneby.se,vuxenutbildning,,https://www.ronneby.se/sidowebbplatser/ronneby-vuxenutbildning/vara-utbildningar/sfi/kontakt.html,contact_page
1081,Ronneby,vgren0457-618516henrik.lovgren@edu.ronneby.se,vuxenutbildning,,https://www.ronneby.se/sidowebbplatser/ronneby-vuxenutbildning/vara-utbildningar/anpassad-utbildning-for-vuxna/kontakt.html,contact_page
1082,Karlshamn,info@karlshamn.se,central,,http://www.karlshamn.se/,pattern_match
1082,Karlshamn,kommunikation@karlshamn.se,other,,https://www.karlshamn.se/kommun-och-politik/demokrati-och-insyn/press-och-media/,contact_page
1082,Karlshamn,kommunstyrelsen@karlshamn.se,central,,http://www.karlshamn.se/kommun-och-politik/demokrati-och-insyn/dialog-och-synpunkter,contact_page
1082,Karlshamn,info@waldorfkarlshamn.se,central,,https://www.karlshamn.se/kontaktkort/karlshamns-waldorfskola/,contact_page
1083,Sölvesborg,info@solvesborg.se,central,,http://www.solvesborg.se/,contact_page
1083,Sölvesborg,medborgarkontoret@solvesborg.se,other,,http://www.solvesborg.se/kommun-och-politik-/kommunens-organisation/forvaltningar/kommunledningsforvaltning/medborgarservice.html,contact_page
1083,Sölvesborg,bun@solvesborg.se,utbildning,Barn- och utbildningsförvaltningen,http://www.solvesborg.se/kommun-och-politik-/kommunens-organisation/forvaltningar/barn--och-utbildningsforvaltningen.html,contact_page
1214,Svalöv,kontakt@svalov.se,central,,http://www.svalov.se/,pattern_match
1214,Svalöv,kommunstyrelsen@svalov.se,central,,http://www.svalov.se/om-webbplatsen/kontakta-oss,contact_page
1214,Svalöv,info@svalov.se,central,,http://www.svalov.se/om-webbplatsen/kontakta-oss,contact_page
1214,Svalöv,btkemi-info@svalov.se,other,,http://www.svalov.se/om-webbplatsen/kontakta-oss,contact_page
1230,Staffanstorp,kommunen@staffanstorp.se,central,,http://www.staffanstorp.se/,pattern_match
1231,Burlöv,burlovs.kommun@burlov.se,central,,https://burlov.se/,pattern_match
1231,Burlöv,tillburlovs.kommun@burlov.se,central,,https://burlov.se/hjalpmeny/kontaktaoss.4.3df4b8a31583154e8e7ae2ed.html,contact_page
1233,Vellinge,vellinge.kommun@vellinge.se,central,,http://www.vellinge.se/,contact_page
1256,Östra Göinge,kontakt@ostragoinge.se,central,,http://www.ostragoinge.se/,contact_page
1256,Östra Göinge,kommunikation@ostragoinge.se,other,,http://www.ostragoinge.se/ovrigt/kontakt-och-oppettider,contact_page
1256,Östra Göinge,upphandling@ostragoinge.se,upphandling,,http://www.ostragoinge.se/jobb-och-foretagande/inkop-och-upphandling/fakturera-kommunen,contact_page
1256,Östra Göinge,pscentralenupphandling@ostragoinge.se,other,,http://www.ostragoinge.se/jobb-och-foretagande/inkop-och-upphandling,contact_page
1257,Örkelljunga,kommunkontor@orkelljunga.se,central,,http://www.orkelljunga.se/,contact_page
1260,Bjuv,info@bjuv.se,central,,http://www.bjuv.se/,contact_page
1261,Kävlinge,kontakt@kavlinge.se,central,,http://www.kavlinge.se/,pattern_match
1261,Kävlinge,kommunikation@kavlinge.se,other,,http://www.kavlinge.se/kommun-och-politik/kommunfakta/kontakta-kavlinge-kommun,contact_page
1261,Kävlinge,kommunstyrelsen@kavlinge.se,central,,http://www.kavlinge.se/kommun-och-politik/kommunfakta/kontakta-kavlinge-kommun,contact_page
1261,Kävlinge,utbildningsnamnden@kavlinge.se,utbildning,,http://www.kavlinge.se/kommun-och-politik/kommunfakta/kontakta-kavlinge-kommun,contact_page
1262,Lomma,info@lomma.se,central,,https://lomma.se/,contact_page
1262,Lomma,ehandel@lomma.se,other,,https://lomma.se/jobbochforetagande/upphandlingochinkop/fakturerakommunen.1243.html,contact_page
1263,Svedala,kommunen@svedala.se,central,,http://www.svedala.se/,pattern_match
1263,Svedala,naringsliv@svedala.se,other,,http://www.svedala.se/arbeta/naringsliv/inkop-och-upphandling-foretag/,contact_page
1263,Svedala,fakturacentralen@svedala.se,other,,http://www.svedala.se/arbeta/upphandling-och-inkop/e-faktura-leverantor/,contact_page
1263,Svedala,kommunikation@svedala.se,other,,http://www.svedala.se/paverka/kommun/press--och-kommunikation/pressrum/,contact_page
1263,Svedala,registrator.ks@svedala.se,central,,http://www.svedala.se/paverka/kommun/kommunens-organisation/kommunstyrelsen/,contact_page
1264,Skurup,kontakt@skurup.se,central,,http://www.skurup.se/,contact_page
1264,Skurup,kansli@skurup.se,central,,http://www.skurup.se/jobb-och-foretagande/upphandling-och-inkop/upphandlingar,contact_page
1264,Skurup,upphandling@skurup.se,upphandling,,http://www.skurup.se/jobb-och-foretagande/upphandling-och-inkop/upphandlingar,contact_page
1265,Sjöbo,kommun@sjobo.se,central,,http://www.sjobo.se/,contact_page
1265,Sjöbo,ekonomisupport@sjobo.se,other,,http://www.sjobo.se/naringsliv-och-foretag/upphandling-och-inkop/skicka-faktura-till-sjobo-kommun.html,contact_page
1266,Hörby,kommunen@horby.se,central,,https://www.horby.se/,contact_page
1266,Hörby,ekonomi@horby.se,other,,https://www.horby.se/naringsliv-och-arbete/inkop-och-upphandling/,contact_page
1266,Hörby,upphandling@horby.se,upphandling,,https://www.horby.se/naringsliv-och-arbete/inkop-och-upphandling/,contact_page
1266,Hörby,arkivet@horby.se,other,,https://www.horby.se/kommun-och-politik/arenden-och-handlingar/,contact_page
1267,Höör,kommun@hoor.se,central,,http://www.hoor.se/,contact_page
1267,Höör,barn-utbildningsnamnd@hoor.se,utbildning,Kontaktuppgifter till verksamheter och nämnder,https://www.hoor.se/kommunen/kontakt/kontaktuppgifter-till-verksamheter-och-namnder/,contact_page
1267,Höör,socialnamnd@hoor.se,other,Kontaktuppgifter till verksamheter och nämnder,https://www.hoor.se/kommunen/kontakt/kontaktuppgifter-till-verksamheter-och-namnder/,contact_page
1267,Höör,kaf@hoor.se,other,Kontaktuppgifter till verksamheter och nämnder,https://www.hoor.se/kommunen/kontakt/kontaktuppgifter-till-verksamheter-och-namnder/,contact_page
1267,Höör,tillstands-tillsynsnamnd@hoor.se,other,Kontaktuppgifter till verksamheter och nämnder,https://www.hoor.se/kommunen/kontakt/kontaktuppgifter-till-verksamheter-och-namnder/,contact_page
1267,Höör,samhallsbyggnad@hoor.se,other,Kontaktuppgifter till verksamheter och nämnder,https://www.hoor.se/kommunen/kontakt/kontaktuppgifter-till-verksamheter-och-namnder/,contact_page
1267,Höör,rtjskanemitt@hoor.se,other,Kontaktuppgifter till verksamheter och nämnder,https://www.hoor.se/kommunen/kontakt/kontaktuppgifter-till-verksamheter-och-namnder/,contact_page
1270,Tomelilla,kommun@tomelilla.se,central,,http://www.tomelilla.se/,pattern_match
1272,Bromölla,kommunstyrelsen@bromolla.se,central,,https://www.bromolla.se/,contact_page
1272,Bromölla,komvux@bromolla.se,vuxenutbildning,,https://www.bromolla.se/utbildning-barnomsorg/vuxenutbildning/kontakt2/,contact_page
1272,Bromölla,malin..rubin@bromolla.se,vuxenutbildning,,https://www.bromolla.se/utbildning-barnomsorg/vuxenutbildning/kontakt2/,contact_page
1272,Bromölla,upphandling@bromolla.se,upphandling,,https://www.bromolla.se/jobb-foretagande/foretagsservice/upphandling-och-inkop/,contact_page
1273,Osby,kommun@osby.se,central,,http://www.osby.se/,contact_page
1273,Osby,arbeteochvalfard@osby.se,other,Kontakta förvaltningarna,http://www.osby.se/kontakt/kontakta-forvaltningarna.html,contact_page
1273,Osby,barnochutbildning@osby.se,utbildning,Kontakta förvaltningarna,http://www.osby.se/kontakt/kontakta-forvaltningarna.html,contact_page
1273,Osby,kansliet@osby.se,other,Kontakta förvaltningarna,http://www.osby.se/kontakt/kontakta-forvaltningarna.html,contact_page
1273,Osby,hon@osby.se,other,Kontakta förvaltningarna,http://www.osby.se/kontakt/kontakta-forvaltningarna.html,contact_page
1273,Osby,samhallsbyggnad@osby.se,other,Kontakta förvaltningarna,http://www.osby.se/kontakt/kontakta-forvaltningarna.html,contact_page
1273,Osby,miljobygg@osby.se,other,Kontakta förvaltningarna,http://www.osby.se/kontakt/kontakta-forvaltningarna.html,contact_page
1275,Perstorp,kommunhuset@perstorp.se,central,,http://www.perstorp.se/,pattern_match
1276,Klippan,kommun@klippan.se,central,,http://www.klippan.se/,contact_page
1277,Åstorp,kommun@astorp.se,central,,http://www.astorp.se/,pattern_match
1278,Båstad,bastads.kommun@bastad.se,central,,http://www.bastad.se/,contact_page
1278,Båstad,ehandel@bastad.se,other,,http://www.bastad.se/jobb-och-foretagande/upphandling-och-inkop/fakturera-kommunen.html,contact_page
1280,Malmö,malmostad@malmo.se,central,,http://www.malmo.se/,pattern_match
1281,Lund,lunds.kommun@lund.se,central,,https://www.lund.se/,contact_page
